,nama,ulasan,label
3424,ismi bungsu,top sukses,1
3425,Oman Men,mantap poko jaya karya anak bangsa,1
3426,Nr Cell,alam,1
3428,Mob1l3 L3g3nd,fitur tukar jenis tukar mulus imei niat layan cs buruk selesai ribet,1
3429,Afat Liu,bagus terimakasih,1
3430,Cepy Supriyadi,nyaman pakai promo gratis ongkir tingkat,1
3432,Dua putra chanel penangkar lebah,mantap banget suka diskon,1
3433,Lini Huang,puas,1
3434,Dian Widianto,mantap mahal,1
3436,Setiawan Pribadie,lumayan oke nyari point,1
3438,armane nasutionn759,uang bayar malu,1
3439,SITI NUR MELANI,bagus sukses,1
3441,Aan Andrian,makasihhh pediasukses teruss yaaaku banget,1
3442,Leo Andrean,mantap lancar jaya,1
3443,Krisna Wati,bagus banget,1
3444,Tt Dddd,hadiah,1
3445,Reksa Maulana,asyikk cocok,1
3446,Moerdock Dhiens,,1
3447,Kenzo Syafiqal,banget,1
3448,Rizka Utami Dewi,bagus tarik tampil isi,1
3449,Muhammad Amin3129,nggk beli risquet time,1
3450,Bengkel Mobil 24 Jam Auto Alvaroo,bengkel mobil alvaroo bengkel mobil suku cadang mobil jkt,1
3451,Daniel Sanjaya,nnti udh,1
3452,Nur Cholifah,keterangannya beli harga checkout pesan otomatis batal sihpadahal coba pakai kecewa,1
3453,putri wahyuningrum,cashback gampang cair syarat,1
3454,BerliaN Tito,bagus tambahin,1
3455,Nur yono,dahsyatterima kasih gemari langgan,1
3456,Saepul Ramdan,smoga lancar,1
3457,bwok roti,komentar negatif kolom komentar adlh reseller jual belah utusanutusan developer belah saing dagang kurirkurir az dengar komplain langgan alam kualitas menang jujur,1
3459,Reza Alfairuz,suka promo banding onlene belah,1
3460,Sam Sudin,gampang bayar cod,1
3461,Jun Harto,bantu bisnis,1
3462,ardie zainal,bagus banding olshop,1
3463,Player noob,hadiah uang nggak tolong jelasin mind,1
3464,31_Naila Jessica Devanca,layan maksimal kendala bantu terimakasii,1
3465,Muhlis Muistuy,gua dapet hadiah vocer ngasih hadiah suruh,1
3467,meyza zaharanie,topedia mantap diskon promosi sgt mudah ribet,1
3469,Andra Dika,kasih kasih,1
3470,Juan Keintjem,sampah nggak kaya shoope niat kasih promo ngapain tawar kronologi pesan pake kode promo gratis ongkir pesan batal sistem indikasi kecuranganpadahal nggak daftar batal promo gratis ongkir nggak dipake bayar nggak niat kasih promo nawarin konsumen blokkk unistaaal aplikasiny,1
3471,zoel Al Bantani,kasih bintang,1
3472,Bintang Pelangi,paket nyampe kasih bintang,1
3474,Romanza 555,gratis ongkir diskon coba beli harga klik bayar harga hrus dbayar diskonakhirnya sayagk beli,1
3475,NiLuh Sudiani,puas,1
3476,rinto harahap,pesan batal focer trima kasih,1
3477,Nita Mulika,mantappp cepat transaksinya,1
3479,Andreas.k 070,selam cod kaltim kab kutai barat apl,1
3480,Iid Hamidah,mudah,1
3481,suaib ichu,bagus manfaat,1
3482,Shella Mila,ku kasih lau kasih hadiah br kukasih star,1
3484,Abidah azka labiba,bagus discok bonus,1
3485,yanto yanto,emang mantul mantab,1
3486,Daffi Jepara,layan muas,1
3487,Dasep Jamaludin,bagustapi coba pengirimannya lamamohon,1
3488,Puji Prayitno,pilih macamnya buanyakkk bom diskonnya keren mantab sukses,1
3490,Wahyu Tutak,mantap bantu,1
3491,Ismail Koto,ajar donat kentang,1
3492,De Must,power marcant pro pro mafia biaya layananya julan harga jual harga jt bngt potonganya cepat kaya dh memberatkan jual,1
3493,Evana Kalandra,suka klaim gratis ongkir ribet cashback yey,1
3495,bayu hartono,panen telurnya mt points pilih diskon doang,1
3496,Nur Azizah,rubah alamat email premium bsok cashback tahan alas data emang cs menganalisa customer kasih kasih,1
3497,Siti Jumaroh,mantap pokok,1
3498,Andhika Permadi,layan,1
3499,Dian Ismi,bintang dl lumayan maju banyakin promo nyaman,1
3500,Mengantar Budiman Tambunan,smkn bgs applikasinya ad hitung total untung pertahun ditokopedia kerenx sistem deteksi id palsu benah keluarga pake app kecewa bolak ektp jaya teruuuusssss,1
3501,Yoze Yaznil,brgnya bagus kirim,1
3502,Yulia Ulfa,gabisa tarik saldo sandi sandinya,1
3504,Nur alim Alim,sungguh takterduga nikmat program makasih,1
3507,Indra Fanta,vocer tidakbermanfaat,1
3508,daengrifki 25,tingkat,1
3509,Jacinta Tambajong,tks bayar pakai kk,1
3510,Riky B,praktis,1
3511,Rahmah br. Tarigan,order kecewa banget emosi kepala puyer karna masak transfer uang pesan pesan uda habis pesan batal sya pesan salah brg uda habis kirim kenpa mesti batal emosi konfirmasi transfer uang sibuk transfer gilir transfer batal kecewa banget,1
3513,Volvo Kobelko,habis diupdate,1
3514,kayyispro1,kntol tipu kode promo ud pake pesan batal seller dasar kode promo gratis onkir hilang kntolll,1
3515,aku dimana,haru segi chat agen bangetbeli udh beli batalin beli padahl bli bli sma chekoutnya ribet banget belah mudah erti dalm transaksi chat agen lgsg cepat nunggu,1
3516,Hendri Purnama,payah cash back jarang tramsaksi,1
3517,dian cahyawati,terimakasih manfaat,1
3518,Gerry muhammad,terimakasih,1
3519,Riki koto Riki,mudah sukses tokoh pediaamiin,1
3520,Sri Ilham,knp banget instalnya capek nunggu,1
3521,Ovianty _,okeee banget,1
3522,Nadif Fain,buka browser vocer jt suruh teryata hadiah nyaemang laknat tipu,1
3523,Wildan Pratama,lancar,1
3524,Rio Alfiandi,gabisa selesai komplain alat curi tipu kirim komplain uang kasih,1
3525,Johnny Becak,daftar transfer dibatalin alesan dicurugiai asli lucu benerin gembel,1
3526,Abdurohim Bunyamin,mantap,1
3527,agunk prayoga,bagus jual sembarang pilih ekspedisi sesuai,1
3528,Nunung Vivo,bagus benergratis,1
3529,Petronela Bano,butuh buktikalau kirim hadiah percaya,1
3530,Izhar Zhar,login tol aktif vek jahanam email aktif login nyet tolong bls njing balikin akun email aktif kode otp aktif solusi tokpedtol lh,1
3531,Bapak Zulkar,ngasih ulas beli ndak berkalikali coba ndak kasih bintang,1
3532,Arofah Aja,coba muas sesuai ekspektasi,1
3533,Bunda Nur,coba ditokopedia smogah promo,1
3534,Agus Kuncoro,konskwen jalan bisnis,1
3535,Isti Ms,banget bantu,1
3536,Warga Betawi,bagus oke muas diskon ongkir tunggu give away tokoh heeee,1
3537,MUHAMMAD REZA,mudah konsumen anjak duduknya kasih bintang sempurna manusia,1
3539,Akmal Kamilun,cepat hemat thanks,1
3540,Alexander Lumban Toruan,mudah pilih percaya,1
3541,thamy mozza,bantu trmz,1
3542,ROYAL DISCUS,ribet belnja invoice bayar bayar rumah detail transaksi kode bayar screenshot males,1
3543,Nellie davi yanti,cashbacknya wib wib diadain belanjanya,1
3545,zainuri iswanto,aktivasi cash isi otp,1
3546,Aziz Aji,bagus,1
3547,Andre Nih,bagus,1
3548,Chintya dilla,gratis ongkir gratis ongkir,1
3549,Amin,promo mantap rp mouse wireless,1
3550,Thyna ThynaRos,syaa hadiah bonus ngga ambilnya tolong informasi terimaksihh senang hadiah,1
3551,Sam Minto,senang pergi dapetin,1
3552,Hanhan sFk,mantap bayar,1
3553,jafar de emon,tahan tingkat,1
3554,BETON channel,aktivasi otorisasi kakk pdhalakun transaksi,1
3555,Sumarni,checkout bantu admin,1
3556,roni sulistiawan,cepat percaya,1
3557,Adam Putra,sayang coditu,1
3558,WILDAN IRFAN,mudah gratis ongkir promo cinta karya anak bangsa,1
3559,tya chintya,maaf gimna niigk pencet link yaajdi gimna uang syaapalagi uang jual syakecewa bangettalasannya langgar bataspadahal sya promo dri aplikasinyaklo emang dipake promo tulis dongapalagi sya transaksi mesan bisaadikasih jam bayarsekali sya udh bayar jam respon dri batal otomatistrus duit gimna,1
3561,Ofi Candra,emang mantap dipesan sesuai deskripsi mudah tingkat tambahin bayar pdam sumatera barat kab sijunjung kasih kasih,1
3562,Young JIN,wishlist,1
3563,Titik Sulastri,buka,1
3564,Kan tadi Udah,mantul blnaj profesional bangetongkir gratis cash back harga blanjaan terkadangbahkan murah produk kualitas trima kasih sukses,1
3565,iGun Gunadi,gratis persulit gajelas,1
3566,Fercy Chlova,buka gratisthe best,1
3567,setan utara03,bayar cancel gmndah rekomendasi,1
3568,melda wahyuni,mantap,1
3570,aura goodiva,bagus,1
3571,Tisha Handa agustina,gratis ongkir beli pake,1
3572,Mahbudi Mahbudi,anyar tpi php hadiah bgtu mhn maaf mklum anyar perhatiannyaokey,1
3573,aibil atnan,beli cancel seller beli jga cancel seller saldo refund beli transfer rekening bank cair dana refund order takut cair,1
3574,H Win,bayar pakai gopay,1
3577,Along Dumai,cod bayar,1
3578,Azkha Raedy,vocer,1
3579,Wulan Aprilia,langgan yaaah,1
3581,Shelyana wulandari,make banget kendala dicancel langgar syarat duit gabisa direfund nomor telepon verifikasi bantu tokopediacare proses kece banget kapok instal mending marketplace hati temen,1
3582,DEVINDA JASMIN R,beli kecewa poko sesuai pesan,1
3584,Yulian Syahputra,tipu ngasih ngasi,1
3585,Boy Suroso W,discount kaka,1
3586,agus sw,beli tiket pesawat kapok lion air jelasjelas tiket tes antigen covid potong debat malam beli maskapainya,1
3587,Refina Arman,bintang nol kasih abis bayar lsg batal dana dikembaliinnya bentuk sengaja ngendepin dana bayangin ribu transaksi dana endap paayaaah,1
3589,Ach Isnanto,layan muas promo tarik,1
3590,Masruri Ruri,dapet link hadiah nggak hoak suruh aplikasinyabanyak penyamunya nggak taunyaun instal mending hantunya hantu nipu,1
3591,febby adrian,oke banget bunga rendah,1
3593,Taufik Alhakim,tokopediaapknya bagustapi ku bayar pake dana,1
3595,Yandi Zhafran,job mudah bayar,1
3596,si duol,murah cuman saldo kalao kasih fitur tarik ewallet saldonya susah pake sen pulsa cancel abis beli pulsa pake saldo ribet saldonya benah sistem,1
3599,Vallen Kamsia,hadiah cek,1
3600,ANDI ANNISA,murah belah bnyak jual ragu sharusnya pilah beli aman beli,1
3601,Muhamad Abdul Rosit,tolong developer app histori nomor transaksi beli pulsapaket kosongin nmr situ salah kirim pulsa paket gara tolong sungguh fitur buruk kecewa,1
3602,Mas Perr,bagus,1
3603,edwin bransay,kasih kasih ditraktir,1
3604,Hendra Hermawan,layan muas,1
3606,Rian Ardiansyah,sukses,1
3607,Azura Kucing,daftar traktiran logout bayar gabisa pelit mending lazada shopee,1
3608,mery mery,bagus pesan cepat,1
3609,Yudai Anything,bagus banget jual percaya,1
3610,Nita Subiana,knp beli potong disurih alfa bantu,1
3611,Risman Noise,login daftar akun coba aman aman login,1
3612,dian febriani,pake mudah skrgsemoga diskon gratis ongkir,1
3613,Panca sayad,bgs,1
3614,Saftar Rasuli,amanah percaya,1
3615,Pandi Brader,cepat,1
3616,Cancius Joeniar Priyanto,kesini berat jual seolaholah bebassemaunya,1
3617,Lulu BJ Arthur,kecewa beli percaya,1
3618,Rehan Ardiyansyah Firman,jual pulsapaket internet oke cod rusak udh beli selelah kirim cancel orderanya,1
3619,Delima Langga,knpa sya tokopediastiap sya brang sllu blng coba lgi besokkada,1
3620,Ghina Salsabila,pakai voucher promo dicancel alas manipulasi transaksi tolong ganiat kasih promo gausah wasting time,1
3621,Dudunk Orlando28,apknya bagus dapet discount,1
3622,Agung Priantoko,recomended beli minimal gratis ongkir beli dapet cashback bln pakai hemat,1
3623,lenie Sihite,temu diskonfreeonkir diskon,1
3624,chairul anwar,chairul anwar bagus,1
3625,Doni Ilham,vouchernya lumayan bantu banyakin,1
3626,cahyo kristanto,sesuai harap,1
3627,Mhmmdilham Marzuki,vocer blanja uc browser suruh instal apliksi betulan,1
3628,Hardjuno NS,serba beli investasi tahap tahapnya mudah bagus,1
3629,Heny Fatimah,layan bagus,1
3630,Sukma Ummu Qonitah,mending gue pindah kasih cashback bye,1
3631,Arhapp Arhapp,bayar rp suruh bayar selamat hadiah kecewa banget,1
3632,Gede Suarbawacomm,beneransaya untung,1
3633,mardian 347,bagus gratis,1
3634,muhammad maemun,mantap,1
3635,uqi film,kasih kasih,1
3636,Mei Joiez,maaf henti pesan chrome tolong saran krna menggangu iming hadiah voucher tpi stlh klik,1
3637,multi-dimensional creature,user friendly rekening transaksi alfa dibtalin badan,1
3638,B. Byku sekar thufail manah,puas kirim cepat buru pilih vouchernya thanks,1
3639,Sniper Chiz,nyesal beli nunggu banget beli tanggal juni estimasi tanggal nyampetpi hoakssmape sekrnag sudh tanda tanda kirim pake pos kilat khusustapi lom muncul muncul sungguh nyesel banget beli tidka tolong uang supya beli temapt sungguh kecewa bener bener kecewa,1
3640,Aidil Radiansyah,kecewa disininiatnya pake promo bayar pesan batal karna alas manipulasi semacamnyadah,1
3641,69 team pro,bagus kirimya kasih bintang bagus banget,1
3642,taufik hidayat,kaya berkah gua doain turun rat uang ngendap saldo refund top up saldo refund motong bayar donlod berkah makanin uang,1
3643,Royal Kings,layan lumayan bagus cuman respon,1
3644,Rahma Wati,dapet hadiahmantul,1
3646,BA- Young,mama bangga trimakasih,1
3648,Rania Putri,traktir tokopediamksh,1
3649,Umi Kalsum,bagus amanahtidak mengecewahkan kurir ramah,1
3651,Gus tami,mudah tepercaya,1
3652,Pian Skmm,alam,1
3654,Santi Oke,buka nyari menu apliaksi kecewa,1
3656,Eleora Bara Azalia Sianturi,suka engga,1
3657,Pengguna Google,dipesan sesuai dipesan,1
3658,Ahmad buaiti Buaiti,kirim hadiah,1
3659,Desti 1233,bener hadiah roda putar nipu,1
3660,Indy Zaheeda,harap layan bayar kaya belah,1
3661,Muchammad Ismachmudi,bijak,1
3663,Maimunah Mai,kasih lngsung bintang krna dapt jt bner sya bintang full tipu hadiah payah bner dapt jempol smoga bner amin amin amin,1
3664,Arijalu Qowamuna ala nissa,bagus koneksinya terkadang putus putus sinyal full,1
3665,APSETA,memuaskanbanyak promo cmn game,1
3668,Rejun chanel,makasih promo,1
3669,Jenang Nangka,perhati kirim cepat pake sistem bayar cod tunai sesuai kadang salah kirim kadang rusak,1
3670,Nia Crizna,keren mudah kasih kasih,1
3671,adnan rais,kesel banget pesan tolak terang uang saldo cashback points engga kadang cashback hilang aneh kecewaaaa,1
3672,Darseno Darseno,playanan cepat waktumantap,1
3673,Muhammad Suryadi,mudah belanjanya pilih suka,1
3674,Kosim Amim,manfaat bgi nusa bangsa,1
3675,Heri Suyitno,mudah percaya,1
3676,Juan 4A-11,trimakasih mantap,1
3677,Alf sahbah Bundah all,dapet traktiran tokopediaterimakasih,1
3678,Rianaura Naura,bintang dulumencoba puas,1
3679,Heri Susandi,kasih cashback pilih official store pake cashback semenjak gabung ngga cashback unistal terimakasih,1
3680,Ibnu Ahsan,diskon gede banget beli rp ghoib,1
3682,Tyan Kacar,gmana tarik saldo tarik saldo dsuruh sandi sandi keteranganya milik sandi emang uang ambil gmana bagiku bnyak tolong bantu bsa tarik saldo ku,1
3683,Ari Ef,terimakasih pelayannanya slalu puas,1
3684,Better Boy,maju ank bangsa,1
3685,Adeeva Manggus,mudah,1
3686,Ario Fujiawan,bagus,1
3687,Sansan Asri,assalamualaikum maaf bnr rp,1
3688,amik doraemon,bagus,1
3689,Uwais Afiza,kasih bintang lupa folowback subcribe canel ytbku pegon baca,1
3690,Bagus Langsa buana,senang pakai,1
3691,afdal,login otomatis hilang merepotkan,1
3692,CLARA DITA WULANDARI,alam muas tidks kecewa karna layan bagus kasih kasih,1
3693,siti rohimah,bnget gratiszero rp,1
3694,Muhammad Sri Ageng Ramadhan,buruk beli voucher google play voucher redeem tanggung,1
3695,Puji Astuti,jual saldo tarik parah,1
3696,Aldrian Alfarizki,maju,1
3698,Vandy Kitty,ijo emang keren,1
3699,Marshella Km,sukaaa,1
3702,Intrisarintri Intri,blnjake bgus bgus murahpula,1
3704,Hacker Cyberr,tarik konten,1
3705,Akang Kendang,kasih kasih,1
3706,Su Badrus,proses cepat mudahbanyak diskon,1
3707,prada nang,respon konfirmasi bayar bayar cepat direspon ulang benah dibatalin pesan situ sehat ganti karyawan,1
3708,Rizki Meidasari,pesan pakai promo diskon pesan batal karna manipulasi identitas promo pakai bayar,1
3712,Dadang ahmad,gratis pulsa gratis isi yak,1
3715,SAM,bagus pokok,1
3716,Puja Dwi Wahyunii,wahh dapet belangja rp gratis ongkir,1
3718,Vivo Y69,mudah mudah cepat,1
3719,Yuri_ Channel,bagus rp cepat aduh emang bagus donwload buru keburu abis promo promo diskon,1
3720,Rofi Abdurrahman,call center telepon cs tokopediajadi komplain maksimal email chatting,1
3721,Lutfi Yogasara,bantu lengkap pesan dipacking rapih,1
3722,Rosid Al.muhtadi,mantebbb,1
3723,muhamad Ardiyan,mantap gratisannya ngotak mantap pokok,1
3724,Rapi Andayani,ditokopedia smoga diskon grtis ongkir,1
3725,Reva Febiana,gratong potong harga,1
3726,muhammad apriannor,usul transaksi batal seller habis jual dipajang hukum sellernya php beli kasih kasih balas tunggu terobos kasih kasih responnya bintang,1
3727,Iis Wijaya MIPA 2,wort banget diskonpromosama casbacknya manfaat banget makasih suskses okh iyah live tv shownya bts,1
3728,Carles Gunawan,uang saldo tariksaat tari suruh password password isi password muncul tulis akun milik sandi password,1
3729,Fasy No Limit,pakai gratis ongkir gratis msntap,1
3730,Arief Kurniawan,mantap sihbanyak gratis ongkir cashbackdiskon,1
3731,Epen Kpw,daan bantu,1
3732,bellatrix aponno,puasteeima kasih,1
3733,Tonny Rhd,asli langgan jasa harap produk luarnegeriutamakan produk indonesia karna peduli bangsa cari hati utama produk lokal,1
3734,Agus Junaidi,kerennn,1
3739,AGUNG PRASETYO,bagus,1
3740,Putri Patricia,kasih kasih layan nyaman beli sukaa banget,1
3741,Rina Tresnawati,menang juta dicadangkan apabisa diclaim tidaksetelah hadiahnyatp adamohon,1
3742,Indriani,keren promo,1
3743,Slamet Arisno,bagus layan promo tanggungtanggung,1
3744,Sumiati Spd,senang tampil,1
3745,Yahya GMg,tolong pinjam didik kecewa niat banget kasi pinjam,1
3746,Nur Khasanah,kasih kasih hadiah langgan ulas,1
3747,Panca Soeta,,1
3748,Samova Samova,coba dulunanti kasih,1
3749,Tempo Doeloe,bagusspengguna gratis voucher diberikansemoga cocok,1
3750,Rai Nanditha,keren mama papa bangga,1
3751,Alvian D.F,pa edi jago merah liat uiux simple elegan ringan berat diskon,1
3752,aria aurora,gampang uang,1
3753,Aditya Kusuma,maaf hadiah,1
3754,Mekar Wargi,murah riah rumah,1
3755,Julia Lias,senang banget sesuai butuh,1
3756,Marsel Kalepe,bri bintang produk sayabaru bri ful bintannya,1
3757,steven westony,promo bagus langgan,1
3758,Kuliah Sore,promo maksimal beli puas promo,1
3759,Akbar Hakim,banget kasih point cash back,1
3760,Diyah Prasetyo,suka banget tokopediasemua pesan sayadatang waktuterima kasih,1
3761,Oval Queen,tolong aktivasi eror,1
3762,Puput Anggiani,,1
3763,Yunina,bantu terimakasih,1
3764,Dimas Langgeng Sulistyo,bayar virtual account permata banksupaya mudah transaksi,1
3765,Andry Iris,anjay cashback cashback beli official store doang adain cashback pro thanku,1
3767,Reni Melawati,bantu best poko,1
3768,Aulia Ramadani,ngasih hadiah kirim alamat gue banget,1
3769,Neng Ullan,kmrn nyoba beli sukses bayar beli proses jual merespon beli alhasil batal otomatis hmmmm,1
3770,Pandman _Art,mantap gratis,1
3773,Tasya Pku,chat tokopediacare nunggu balas chat banget terkadang nunggu balas chat jam balas chat kecewa banget pokok sistem nyaman nunggu balas chat,1
3774,Chandra Wijaya,gue ngakak bacabaca review ngasih bintang kasih imbal belah mikir mikir point pakai potong transaksi belah point pakai maksimal harga transaksi minimal gratis ongkir belah embel embel gratis ongkir potong tetep ongkir smart buyer,1
3775,Andi Guawan,hati ayo amanah,1
3776,Shirley's Gallery,mudah opsi bayar kredivo,1
3777,Lili Marita,trima kasih,1
3779,Imam,ongkir mahal daerah riautidak lazada ongkir murah,1
3781,ratih purwaningsih,ribet banget pakai kode promo gagal alas dana kasih bintang nol sayang kecewa banget,1
3782,Helena olivia Kinara,bagus banget,1
3783,Yusuf Kharisma,akses mudah,1
3784,Nanda prahtama,tarik,1
3786,Anggraini Rahma,sen kecewa transfer batal niat ngasih diskon kasih tolong,1
3787,Jamaludin Jamaludin,coba mudah mudah lancar taada kendala,1
3789,Pengguna Google,dana hasil jual barangharusnya pakai beli dongjangan konvesikan bank lagigunanya cobantr dana jual beli ditokopedia,1
3790,deka Satria,dev jual order nada dering bunyi henti jual buka terima tolak order agr knp beli rugi tunggu jwbn jual ribu produk beli putus beli tunggu jual jual order bintang kabul,1
3791,Januri Sabit,top nyesel,1
3792,Suzan Kurniawan Al-Manshouri,bantu bagus thank,1
3793,Muhammad Anshari,ko ribet pendaptaran kemarin alamat setting tambahin set lokasi ahir paket kaga arah kepaksa ambil kantor kirim wilayah cantungkan ahir paket kema ribet egg peraktis praktis kaya shopee shopie mahal dikiiiiiit,1
3794,Namikulo_ Adi,transaksi mudah gampang bayar pakai link,1
3796,Kurniati Soeharto,selesai insha allah,1
3798,Riyono Ijen,semuga laris jaya menanggapixa cepat rama bangga ditokopedia,1
3799,15. Juliana Tannaka,tc langgar pesan muncul langgar tc tolong,1
3800,edwin slamet,paket hidroponik latih prakerjakok kakkapan,1
3801,Ari Purwanto,mantab bayar tagih cashback transaksi prosesnyapun cepat jarang kendala bayar masuktoped best,1
3803,Aay Sutisna,bagus bagus ongg,1
3804,henda satriani,,1
3805,Alank Tompoe,membantusemua kebutuhang tokopediaterimakasi,1
3806,Zafran Argani,beli pakai sameday belah cepat cek tracking ganti driver semurah ongkos driver ganti,1
3807,sony suryadibrata,mantap topedmakin maju,1
3808,Bandrun Entok,semenjak gabung pelit promo promo ilang promo,1
3809,Tang Mei Ling,mantap hadiah oke,1
3810,HENDRIA AAA,instal baca komen penggunangeri masalahmending uninstall,1
3811,Dian Wahyu Ningsih,tunggu,1
3812,Muhamad jaka Fajar,puas,1
3814,Zulfatus Sh,kupon voucher keren,1
3816,Malika Hijab,promo niatbarang kunjung datangternyata emang kirim batal penjualudah ambil promo gantinyasudah bayar full harga,1
3818,Rio Andi,banget dpat harga rp ongkir,1
3819,jefri lengkey,bantu,1
3820,Buhari Sutarno,jelek banget ngakalin ongkir beli beli tv rusak harga retur brg byr ongkir dana coba rekomended banget bagus shopee,1
3821,Endang Giati,pesan batal otomatis,1
3824,Tut Arny,ratarata ngasi ulas tarik kupon gratis ongkir dh gold member males mending transaksi dh kupon cashback komplain tangan jual beli rugi makan ati darah nungguin dana pengemis,1
3825,erfan syarif,tingkat nyaman,1
3826,Enrique Goen,bantu,1
3827,Diny Rosdiany Kusnadi,pake produk negri jngan monopoli dagang asai negri tetangga,1
3829,Warioto warioto,aman terpetcaya,1
3830,Kharomain Ibnu Azmi,layan tari saldo burukk banget,1
3831,Azriel Aqila,untung pake apesssss dapet potong harga gratis ongkir balikin saldonya bangkeeeeeee susah balikin saldonya manaan atm blokir sial banget gratis ongkir gosend doang mahal ongkir dahhhh ngerti pake kapokkkkk pake shp ajaaalah pake,1
3832,Kukuh Ardi Ramadhan,nice percaya mudah digunakanbanyak eventmasukkan tolong tambahin metode bayar via dana,1
3833,Ilham Akmal,jasa kirim telat pilih sameday order jam pagi pickup jam layan,1
3834,Humaira Almadinah,sajatokopedia bisaaku suka tokopediatokopedia mantap,1
3836,Dwie Sufyanie,bintang bicara,1
3838,Rahman Suyuti,lumayan promo diskonnya,1
3839,muhamad hafizh zaneri,pake order via bca transfer udh nyapadahal lokasi jakut jaksel doang kaya belah proses cepat,1
3840,ulus kosasihethnic,suka layananan,1
3843,Aya K,kasih kasih sedia lengkap pokok banget,1
3844,Ratih Atihh,suka,1
3845,VEMBER NOW,cashback kaya cashback coba adakan cashback promo ojol jarang kebnyakan make gratis ongkir expedisi,1
3846,Mutiara daud,krna nonton nct cba ngecek trnyta murah dsni ongkir alih kesini,1
3848,ANGGA Aja,tll jual gantung order siang kirim resi cuman baca doank,1
3849,Agung Sn,bagus cinta shoping,1
3850,Sofyan Efendi,aq hadiah bukti,1
3851,1_14_Donny Ferdiansyah PP,tipu dapet diskon rp gratis ongkir iyasih batal alas sesuai syarat kuponnya gratis ongkir hangus ngundang artis iklan ngasih voucher emang tipu,1
3852,Sutomi Tomi,puas serah ngomong,1
3854,Ryo Chairysta,timbang wkt beli tolong batal otamatis jual rugi seller wkt selesai otomatis jam,1
3855,Lucky Eka pratiwi,lgsung pke trimakasih langgan,1
3856,Nia Valeria,top banget undang bts army banget makasih,1
3857,Siti Rohilah,sempett waswas bayar suruh cancell karna kendala kirim untung seller banget ngajarin step step uang pake kasih kasih terimakasih sellernyabenar amanah aman,1
3858,Kanza Gina,bagus tampil applikasinya tarik,1
3860,Mantomu Harahap,kasih bintang karna puas,1
3861,Paksi Bawono,bagus mudah blanja,1
3862,GUGUN,pesan proses jam tunggu pick up jam pick up tunggu besok pesananan jam kirim perhati jasa pengantarannya rugi pembel,1
3863,Syarifah Hannan,puas banget disinipelayanannya,1
3864,Danu Sy,sanggat cepat bagus,1
3865,Bella Elmanda,pelayananya baring pecan tidal kecewa,1
3866,Fauzan Walid,bagus kasih bintang karna jual jual nggak jujur bahan tebal terang benderang abis pake skincare,1
3867,Tomm,fitur cod dibatasin kota babiorang desa kgk makenya cod pedalamanusahain fitur cod notekukasih bintang harga murah,1
3868,Wibisana Razak,terimakasih servis kualitas layan kuota buang gara gagal ulang eror transaksi cs solusi tele,1
3869,Nafik Ikhsan,kasih pemberitahuan hadiah tipu maju usaha nipu capek liat bohngin mending kasih pemberithuan cuman tarik langgan unungnya tipu,1
3870,Elva Reta,bayar cod masak suruh gerai lagipula rumah jalan,1
3871,andi ruchban,bantu,1
3874,Faruq Keren,mudah,1
3877,Marzuki Alle,iming iming kasih hadiah uang voucher daftar gilir daftar hadiah kmna,1
3879,Parman Jrk,transaksi hasil nyampek kasi,1
3880,You Tev,layan bagus,1
3881,Eti Susanti,bayar pake akulaku,1
3882,ABDOEL RACHMAN,senang mudah diskon,1
3883,Abdul gafur Lagautu,tolong muncul berat produk halaman produk berat produk hilang displaynya memeperlambat beli checkout pesan,1
3887,Nur Mazi,pake lngsung kecewa pandemi spti mlh main kirim pdhl pake jasa instant gosend,1
3888,fartika ariyani,langgan puaskrn tanggung jawabsukses,1
3889,Ida Fitriani,keren promonyabakal,1
3891,SIMELIR COMPUTER,bantu jual tokopediaapali corona,1
3892,Leo Leo,percaya konsumen kunci utama pelapak,1
3893,Romansah 85sei sampuk,kirim hadiah tautaunya suruh nguduh apl,1
3894,santana moch Ramdhani,bintang bicara,1
3895,Rusdi Ansyah,layan kirim utama,1
3896,kang solihin,sesuaipsanan,1
3897,Edelweis Flowers,promo cash back lumayan,1
3898,Bismo Waraqi A24-66,batal transaksi terimakasih,1
3899,Karman Naif,komplen ulur,1
3901,Kristoforus DN,sedih jalan hidupku serah usaha bangun keluarga,1
3902,Vivo Lahat,maaf tdi jwb kotak tdi dpat yasoalny ngerti,1
3905,Pestguard Services,kirim cepat harga murah kualitas bagus,1
3906,Fadreal Sapa2013,ktnya kupon hadiah jt dowload instruksi hadiah cundang maju nipu pantesan klh kusumpahin bangkrut usaha nipu,1
3907,OPPO A5s,percaya,1
3908,Wetty Astuti,bantu lancar,1
3911,Puji Utama,terimaksih,1
3912,Asep Sutisna,pilih lancar keranjang seringkali respons jaring server normal data sedia memori longgar beberapakali instal upgrade,1
3913,ALLI TEKNO,mantap promo,1
3914,Abi Dio Dia,nyoba gratis rupiahsemoga berkah pribadi pelapaknya aamiin,1
3915,Sin_ Tactis,promo emang langgan duduk pulau jawa ngarang,1
3916,Rika Umayah,terima kasih banget kasih datengin bts minto semangat dengerin komentar negatif tingkatin fitur borahaeee,1
3917,SAH IDIN,,1
3918,Firman Zulfi,mantap bantu dibanyakan diskon,1
